productName,category,batchNum,supplier,date,availableQty,damageQty,displayQty,description,isNil,isCancelled
ML 151,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,10,0,1,,FALSE,FALSE
ML 157,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,14,0,1,,FALSE,FALSE
ML 158,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,1,,FALSE,FALSE
ML 161,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,1,1,,FALSE,FALSE
ML 164,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,0,1,1,,FALSE,FALSE
ML 165,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,0,1,,FALSE,FALSE
ML 551,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,1,,FALSE,FALSE
ML 552,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,0,0,1,,FALSE,TRUE
ML 553,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,1,0,1,,TRUE,FALSE
ML 927,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,1,,FALSE,FALSE
ML 928,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,1,,FALSE,FALSE
MZ 103,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,10,0,2,,FALSE,FALSE
MZ 111,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,1,,FALSE,FALSE
MZ 112,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,1,,FALSE,FALSE
MZ 116,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,0,2,,FALSE,FALSE
MZ 150,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,1,,FALSE,FALSE
MZ 152,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,1,,FALSE,FALSE
MZ 157,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,1,,FALSE,FALSE
PR 781,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,1,0,,FALSE,FALSE
PS 557 PRE,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,10,0,1,,FALSE,FALSE
PS 558 PRE,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,1,,FALSE,FALSE
RB 102,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,3,0,1,,FALSE,FALSE
RB 106,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,1,,FALSE,FALSE
RB 113,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,2,,FALSE,FALSE
RB 118,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,1,,FALSE,FALSE
RB 121,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,1,,FALSE,FALSE
RB 158,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,1,,FALSE,FALSE
RB 163,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,12,0,1,,FALSE,FALSE
RB 503,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,1,,FALSE,FALSE
RK 794,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,1,,FALSE,FALSE
RK 795,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,1,0,0,,FALSE,FALSE
RO 704,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,1,,FALSE,FALSE
RS 543,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,13,0,0,,FALSE,FALSE
SA 718,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,0,1,,FALSE,FALSE
SA 719,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,19,0,1,,FALSE,FALSE
SA 852,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,1,0,1,,FALSE,FALSE
SAS 103,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,0,0,0,BY ORDER - ANTI FINGER,FALSE,FALSE
SAS 113,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,0,0,0,BY ORDER - ANTI FINGER,FALSE,FALSE
SAS 116,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,0,0,0,BY ORDER - ANTI FINGER,FALSE,FALSE
SAS 118,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,0,0,0,BY ORDER - ANTI FINGER,FALSE,FALSE
SAS 122,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,0,0,0,BY ORDER - ANTI FINGER,FALSE,FALSE
SAS 123,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,0,0,0,BY ORDER - ANTI FINGER,FALSE,FALSE
SAS 129,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,0,0,0,BY ORDER - ANTI FINGER,FALSE,FALSE
SAS 142,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,0,0,0,BY ORDER - ANTI FINGER,FALSE,FALSE
SAS 150,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,0,0,0,BY ORDER - ANTI FINGER,FALSE,FALSE
SAS 164,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,0,0,0,BY ORDER - ANTI FINGER,FALSE,FALSE
SP 768,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,4,0,0,,FALSE,FALSE
SR 301,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,1,,FALSE,FALSE
SR 302,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,14,0,1,,FALSE,FALSE
SR 304,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,26,0,1,,FALSE,FALSE
SR 707,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,21,0,1,,FALSE,FALSE
SR 801,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,11,0,1,,FALSE,FALSE
SR 802,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,15,0,1,,FALSE,FALSE
TD 734,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,18,0,1,,FALSE,FALSE
TD 738,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,33,1,1,8X3,FALSE,FALSE
TD 857,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,16,0,1,,FALSE,FALSE
TG 103,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,10,0,0,,FALSE,FALSE
TG 931,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,0,,FALSE,FALSE
TG 932,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,2,1,0,,FALSE,FALSE
TG 934,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,0,,FALSE,FALSE
TG 935,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,4,0,0,,FALSE,FALSE
TG 936,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,2,0,0,,FALSE,FALSE
TG 937,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,1,,FALSE,FALSE
TG 938,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,0,,FALSE,FALSE
TO 504,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,28,0,1,,FALSE,FALSE
TO 505,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,22,0,0,,FALSE,FALSE
TO 506,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,19,0,1,,FALSE,FALSE
TO 507,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,22,0,1,,FALSE,FALSE
TW 350,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,3,1,1,,FALSE,FALSE
TW 354,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,0,1,,FALSE,FALSE
TW 355,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,0,1,,FALSE,FALSE
TW 547,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,1,,FALSE,FALSE
TW 549,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,0,1,,FALSE,FALSE
VR 708,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,1,,FALSE,FALSE
VR 728,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,0,1,,FALSE,FALSE
VR 731,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,2,0,1,,FALSE,FALSE
VR 768,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,1,,FALSE,FALSE
VR 777,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,1,,FALSE,FALSE
VR 835,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,1,,FALSE,FALSE
VR 842,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,1,,FALSE,FALSE
VR 843,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,4,0,1,,FALSE,FALSE
ZB 552,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,1,,FALSE,TRUE
ZB 553,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,4,0,1,,TRUE,FALSE
ZB 927,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,4,0,1,,FALSE,FALSE
ZB 928,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,2,1,1,6X4,FALSE,FALSE
ZD 353,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,1,,FALSE,FALSE
ZD 706,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,0,1,,FALSE,FALSE
ZD 846,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,1,,FALSE,FALSE
ZO 721,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,1,1,VARIATION,FALSE,FALSE
ZO 722,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,1,,FALSE,FALSE
ZM 102,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,2,1,,FALSE,FALSE
ZM 103,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,15,0,1,,FALSE,FALSE
ZM 105,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,0,1,,FALSE,FALSE
ZM 106,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,13,0,1,,FALSE,FALSE
ZM 107,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,14,0,2,,FALSE,FALSE
ZM 108,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,1,,FALSE,FALSE
ZM 110,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,10,0,1,,FALSE,FALSE
ZM 111,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,2,,FALSE,FALSE
ZM 112,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,0,1,,FALSE,FALSE
ZM 118,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,22,0,1,,FALSE,FALSE
ZM 123,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,16,0,1,,FALSE,FALSE
ZM 137,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,13,1,1,,FALSE,FALSE
ZM 142,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,11,0,1,,FALSE,FALSE
ZM 150,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,16,0,1,,FALSE,FALSE
ZM 151,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,14,0,1,,FALSE,FALSE
ZM 152,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,18,0,1,,FALSE,FALSE
ZM 153,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,1,,FALSE,FALSE
ZM 154,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,1,,FALSE,FALSE
ZM 155,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,0,1,,FALSE,FALSE
ZM 157,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,15,0,1,,FALSE,FALSE
ZM 158,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,18,0,1,,FALSE,FALSE
ZM 160,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,11,0,1,,FALSE,FALSE
ZM 162,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,11,0,1,,FALSE,FALSE
ZM 165,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,14,0,1,,FALSE,FALSE
ZM 356,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,1,,TRUE,FALSE
ZM 503,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,14,0,1,,FALSE,FALSE
ZM 512,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,22,0,1,,FALSE,FALSE
ZM 556,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,15,0,1,,FALSE,FALSE
ZM 563,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,0,,FALSE,FALSE
ZM 850,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,1,,TRUE,FALSE
HGL 101,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,10,0,0,,FALSE,FALSE
HGL 102,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,26,1,1,6X4,FALSE,FALSE
HGL 103,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,25,0,1,,FALSE,FALSE
HGL 105,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,0,0,1,,FALSE,FALSE
HGL 106,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,1,,FALSE,FALSE
HGL 107,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,10,0,1,,FALSE,FALSE
HGL 108,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,4,0,1,,FALSE,FALSE
HGL 109,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,1,,FALSE,FALSE
HGL 110,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,1,,FALSE,FALSE
HGL 111,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,1,,FALSE,FALSE
HGL 112,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,1,,FALSE,FALSE
HGL 113,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,1,,FALSE,FALSE
HGL 116,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,1,,FALSE,FALSE
HGL 118,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,1,,FALSE,FALSE
HGL 121,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,1,,FALSE,FALSE
HGL 122,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,1,,FALSE,FALSE
HGL 123,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,10,0,1,,FALSE,FALSE
HGL 129,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,2,0,1,,FALSE,FALSE
HGL 130,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,2,0,1,,FALSE,FALSE
HGL 137,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,11,0,1,,FALSE,FALSE
HGL 142,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,11,1,1,,FALSE,FALSE
HGL 147,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,4,0,1,,FALSE,FALSE
HGL 150,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,1,,FALSE,FALSE
HGL 151,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,1,,FALSE,FALSE
HGL 152,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,11,0,1,,FALSE,FALSE
HGL 153,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,1,,FALSE,FALSE
HGL 154,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,1,,FALSE,FALSE
HGL 155,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,0,0,1,,FALSE,FALSE
HGL 157,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,14,0,1,,FALSE,FALSE
HGL 158,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,0,1,,FALSE,FALSE
HGL 159,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,1,,FALSE,FALSE
HGL 160,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,0,1,,FALSE,FALSE
HGL 161,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,10,0,1,,FALSE,FALSE
HGL 162,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,1,,FALSE,FALSE
HGL 163,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,1,,FALSE,FALSE
HGL 164,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,1,,FALSE,FALSE
HGL 165,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,0,1,,FALSE,FALSE
HGL 166,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,1,,FALSE,FALSE
HGL 167,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,4,0,1,,FALSE,FALSE
HGL 346,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,1,,FALSE,FALSE
HGL 501 PRE,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,1,,FALSE,FALSE
HGL 502 PRE,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,1,,FALSE,FALSE
HGL 503,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,1,,FALSE,FALSE
HGL 511,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,10,0,1,,FALSE,FALSE
HGL 551,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,1,,FALSE,FALSE
HGL 552,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,0,0,0,,FALSE,TRUE
HGL 553,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,1,,TRUE,FALSE
HGL 556,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,14,0,1,,FALSE,FALSE
HGL 560 PRE,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,1,,FALSE,FALSE
HGL 708,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,1,,FALSE,FALSE
HGL 711,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,3,0,1,,FALSE,FALSE
HGL 721,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,1,,FALSE,FALSE
HGL 738,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,0,1,,FALSE,FALSE
HGL 803,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,1,,FALSE,FALSE
HGL 835,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,1,,FALSE,FALSE
HGL 845,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,1,,FALSE,FALSE
HGL 853,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,4,0,1,,FALSE,FALSE
HGL 854,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,3,0,0,,FALSE,FALSE
HGL 857,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,10,0,0,,FALSE,FALSE
HGL 931,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,1,0,1,,FALSE,FALSE
HGL 932,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,1,,FALSE,FALSE
SGL 924,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,4,0,1,,FALSE,FALSE
SF 101,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,4,1,0,,FALSE,FALSE
SF 102,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,10,0,0,,FALSE,FALSE
SF 103,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,0,,FALSE,FALSE
SF 109,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,0,,FALSE,FALSE
SF 129,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,0,,FALSE,FALSE
SF 130,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,3,0,0,,FALSE,FALSE
SF 137,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,0,0,,FALSE,FALSE
SF 301,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,4,0,0,,FALSE,FALSE
SF 302,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,4,0,0,,FALSE,FALSE
SF 303,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,0,,FALSE,FALSE
SF 304,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,1,0,0,,FALSE,FALSE
SF 305,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,0,0,,FALSE,FALSE
SF 306,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,0,,FALSE,FALSE
SF 307,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,1,0,0,,FALSE,FALSE
SF 308,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,0,,FALSE,FALSE
SF 338,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,0,,FALSE,FALSE
SF 345,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,0,,FALSE,FALSE
SF 346,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,0,,FALSE,FALSE
SF 353,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,2,0,0,,TRUE,FALSE
SF 357,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,0,,FALSE,FALSE
SF 358,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,0,,FALSE,FALSE
SF 359,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,4,0,0,,FALSE,FALSE
SF 360,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,0,,FALSE,FALSE
SF 701,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,11,0,0,,TRUE,FALSE
SF 703,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,4,0,0,,TRUE,FALSE
SF 704,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,3,0,0,,FALSE,FALSE
SF 705,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,0,,FALSE,FALSE
SF 706,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,0,,FALSE,FALSE
SF 707,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,0,,FALSE,FALSE
SF 708,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,0,,FALSE,FALSE
SF 709,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,3,0,0,,FALSE,FALSE
SF 711,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,0,,FALSE,FALSE
SF 714,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,11,0,0,,TRUE,FALSE
SF 715,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,0,,FALSE,FALSE
SF 718,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,4,0,0,,FALSE,FALSE
SF 719,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,0,,FALSE,FALSE
SF 721,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,0,0,0,,FALSE,FALSE
SF 722,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,2,0,0,,FALSE,FALSE
SF 724,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,0,,FALSE,FALSE
SF 725,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,3,0,0,,FALSE,FALSE
SF 726,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,0,,FALSE,FALSE
SF 727,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,3,0,0,,FALSE,FALSE
SF 728,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,6,0,0,,FALSE,FALSE
SF 729,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,2,0,0,,FALSE,FALSE
SF 730,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,3,0,0,,FALSE,FALSE
SF 731,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,4,0,0,,FALSE,FALSE
SF 732,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,14,0,0,,FALSE,FALSE
SF 734,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,8,0,0,,FALSE,FALSE
SF 735,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,1,0,0,,FALSE,FALSE
SF 736,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,3,0,0,,FALSE,FALSE
SF 737,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,0,,FALSE,FALSE
SF 738,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,0,,FALSE,FALSE
SF 767,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,0,0,,FALSE,FALSE
SF 768,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,0,,FALSE,FALSE
SF 773,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,4,1,0,,FALSE,FALSE
SF 776,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,0,,FALSE,FALSE
SF 777,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,1,0,0,,FALSE,FALSE
SF 781,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,0,,FALSE,FALSE
SF 792,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,2,0,0,,FALSE,FALSE
SF 794,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,2,0,0,,FALSE,FALSE
SF 795,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,2,0,0,,FALSE,TRUE
SF 796,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,3,0,0,,TRUE,FALSE
SF 797,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,1,0,0,,FALSE,FALSE
SF 801,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,0,,FALSE,FALSE
SF 802,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,9,0,0,,FALSE,FALSE
SF 803,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,7,0,0,,FALSE,FALSE
SF 827,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,2,0,0,,FALSE,FALSE
SF 835,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,3,0,0,,FALSE,FALSE
SF 842,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,5,1,0,,FALSE,FALSE
SF 845,FINE TOUCH,0,SAMARPAN LAMINATES,08-08-2026,2,0,0,,FALSE,FALSE
